longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3278352216308462,1.0525482830366848,0.9821426581785077,-1.1981306322432215,-1.4459334712566676,-1.4464467301539792,-1.4095237973499872,-0.08091982595861259,2.8219280375016402,0.0,0.0,1.0,0.0
-1.3228439144608317,1.043184551645693,-0.6070189133741593,-0.08232167360196162,2.8693893526180108,1.8909971666856857,-0.09138227253765223,-0.08091982595861259,1.8096645266629043,0.0,0.0,1.0,0.0
-1.3328265288008536,1.038502685950199,1.8561815225324745,-0.6728861585283702,-1.1765018517516979,-1.1671224213275715,-1.171978858249531,2.4621042618079003,1.740817699145711,0.0,0.0,1.0,0.0
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.8455815306356382,-0.9777408209693432,-1.0675930699066676,-0.9763536142844496,1.3593256165380667,1.6246386777104467,0.0,0.0,1.0,0.0
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.5297190106674227,-0.7789797901869885,-1.0563558850688235,-0.7900438581272291,0.13180721990462627,1.6343202628300522,0.0,0.0,1.0,0.0
-1.3378178359708683,1.038502685950199,1.8561815225324745,-1.1632336399521155,-1.0749128804629389,-1.3003633272620074,-1.0974549557866429,0.2620120206160372,0.8544147948618442,0.0,0.0,1.0,0.0
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.2827545534434546,0.14415477500216992,-0.20714577375175636,0.39768083737505155,0.003993378282879462,1.1717556404489082,0.0,0.0,1.0,0.0
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.7918927230239493,1.0187033104445304,-0.10601111021116044,1.0171607765978097,-0.364282634642207,0.5499827294342542,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0338208202547048,1.0616007367561409,0.30065044692607307,0.9215312509509349,-0.02735081634625252,0.774958093593423,-1.0744657973892298,0.39185017248070025,0.0,0.0,1.0,0.0
-1.3378178359708683,1.0338208202547048,1.8561815225324745,1.1900763530122096,1.1070415463477994,0.5264818649474869,1.329229618161154,0.025921888790939564,0.7619018703856154,0.0,0.0,1.0,0.0
-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.015212073042142457,-0.09877537373181913,-0.5025232037750841,-0.12398647986516581,-0.3075144345419015,0.9813511330966698,0.0,0.0,1.0,0.0
-1.3428091431408828,1.038502685950199,1.8561815225324745,1.1489157980021871,1.305802577130154,0.45103219532196304,1.4223844962397643,-0.2614713937866597,0.5542856561540788,0.0,0.0,1.0,0.0
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.24338358778169403,0.07790109807471836,-0.20072452527298837,0.18342461779424798,-0.3950235372235998,0.24985359072648863,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0338208202547048,1.8561815225324745,-1.3627728522833111,-1.1720849399565345,-1.4095245514010633,-1.1859520899613225,-0.6692323882496243,0.011041157776223593,0.0,0.0,1.0,0.0
